Name	Set	ImageFile	Rarity	Errata 	Type/ST	Title	Reaction	Type	Alt Type	ST	Time ST	Empire	Card tags
L5 Lucky Mime Explosion [1/4] (CC)	CC	L5_-_Lucky_Mime_Explosion_1-4_CC	V		R/L5	Lucky Mime Explosion	R/	L		5		 	[CC] Veryrare Cards LatestPrint Unique NotABG PropMime PropRemoveFromPlay Nonempire CCdupe artRobertA.Kraus  
L5 Lucky Mime Explosion [2/4] (CC)	CC	L5_-_Lucky_Mime_Explosion_2-4_CC	V		R/L5	Lucky Mime Explosion	R/	L		5		 	[CC] Veryrare Cards LatestPrint Dupe NotABG PropMime PropRemoveFromPlay Nonempire CCdupe artRobertA.Kraus  
L5 Lucky Mime Explosion [3/4] (CC)	CC	L5_-_Lucky_Mime_Explosion_3-4_CC	V		R/L5	Lucky Mime Explosion	R/	L		5		 	[CC] Veryrare Cards LatestPrint Dupe NotABG PropMime PropRemoveFromPlay Nonempire CCdupe artRobertA.Kraus  
L5 Lucky Mime Explosion [4/4] (CC)	CC	L5_-_Lucky_Mime_Explosion_4-4_CC	V		R/L5	Lucky Mime Explosion	R/	L		5		 	[CC] Veryrare Cards LatestPrint Dupe NotABG PropMime PropRemoveFromPlay Nonempire CCdupe artRobertA.Kraus  
L5 Temporal Loophole (TG)	TG	L5_-_Temporal_Loophole_TG	R2		L5	Temporal Loophole		L		5		 	[TG] Rare2 Cards LatestPrint Unique NotABG Nonempire artMitchellDavidsonBentley  
L5 Time Evacuation (TG)	TG	L5_-_Time_Evacuation_TG	R2		R/L5	Time Evacuation	R/	L		5		  	[TG] Rare2 Cards LatestPrint Unique NotABG PropRemoveFromPlay Nonempire artLawrenceAllenWilliams  PropTimeCard 
L5 Unlucky Mime Explosion [1/4] (CC)	CC	L5_-_Unlucky_Mime_Explosion_1-4_CC	V		R/L5	Unlucky Mime Explosion	R/	L		5		 	[CC] Veryrare Cards LatestPrint Unique NotABG PropMime PropRemoveFromPlay Nonempire CCdupe artRobertA.Kraus  
L5 Unlucky Mime Explosion [2/4] (CC)	CC	L5_-_Unlucky_Mime_Explosion_2-4_CC	V		R/L5	Unlucky Mime Explosion	R/	L		5		 	[CC] Veryrare Cards LatestPrint Dupe NotABG PropMime PropRemoveFromPlay Nonempire CCdupe artRobertA.Kraus  
L5 Unlucky Mime Explosion [3/4] (CC)	CC	L5_-_Unlucky_Mime_Explosion_3-4_CC	V		R/L5	Unlucky Mime Explosion	R/	L		5		 	[CC] Veryrare Cards LatestPrint Dupe NotABG PropMime PropRemoveFromPlay Nonempire CCdupe artRobertA.Kraus  
L5 Unlucky Mime Explosion [4/4] (CC)	CC	L5_-_Unlucky_Mime_Explosion_4-4_CC	V		R/L5	Unlucky Mime Explosion	R/	L		5		 	[CC] Veryrare Cards LatestPrint Dupe NotABG PropMime PropRemoveFromPlay Nonempire CCdupe artRobertA.Kraus  
L5 Weapons Security (Per)	Per	L5_-_Weapons_Security_Per	U		L5	Weapons Security		L		5		 	[Per] Uncommon Cards LatestPrint Unique NotABG Nonempire artMichaelTrapp  
L6 Anti-Time Exchange (TG)	TG	L6_-_Anti-Time_Exchange_TG	R2		L6	Anti-Time Exchange		L		6		  	[TG] Rare2 Cards LatestPrint Unique NotABG PropDiscard Nonempire artMitchellDavidsonBentley  PropTimeCard 
L6 Artifact - Dragon Gem of Protection (NE)	NE	L6_-_Artifact_-_Dragon_Gem_of_Protection_NE	R		L6	Artifact - Dragon Gem of Protection		L		6		Orgon SpaceDragon  	[NE] Rare Cards LatestPrint Unique NotABG MinorEmpire 06_Shieldsssss artMelissaA.Benson Orgon SpaceDragon PropArtifact 
L6 Artifact - Krebiz Monolith (NE)	NE	L6_-_Artifact_-_Krebiz_Monolith_NE	R		L6	Artifact - Krebiz Monolith		L		6		Krebiz  	[NE] Rare Cards Reprinted Unique NotABG MajorEmpire artN.TaylorBlanchard Krebiz PropArtifact 
L6 Artifact - Krebiz Monolith (UE)	UE	L6_-_Artifact_-_Krebiz_Monolith_UE	V4		L6	Artifact - Krebiz Monolith		L		6		Krebiz  	[UE] Veryrare4 Cards LatestPrint Unique NotABG MajorEmpire artN.TaylorBlanchard Krebiz PropArtifact 
L6 Artifact - Scepter of Time (PoM)	PoM	L6_-_Artifact_-_Scepter_of_Time_PoM	V	Q&A 	L6	Artifact - Scepter of Time		L		6		  	[PoM] Veryrare Cards LatestPrint Unique NotABG Foil PropDrawcard PropPlaycard Nonempire artjael Q&amp;A PropArtifact PropTimeCard 
L6 Artifact - Spiritual Symbol (Per)	Per	L6_-_Artifact_-_Spiritual_Symbol_Per	U		L6	Artifact - Spiritual Symbol		L		6		 	[Per] Uncommon Cards LatestPrint Unique NotABG Nonempire artRandyAsplund-Faith PropArtifact 
L6 Black Market (Pro)	Pro1	L6_-_Black_Market_Pro1	Pro1		L6	Black Market		L		6		 	[Pro1] Cards LatestPrint Unique NotABG PropRetrievecard Nonempire distCompanionGames artSusanVanCamp PropThatDarnMonster 
L6 Command Disjunction (NE)	NE	L6_-_Command_Disjunction_NE	U		L6	Command Disjunction		L		6		 	[NE] Uncommon Cards LatestPrint Unique NotABG PropResourceHoser Nonempire 02_CommandCosts artAprilLee  
L6 Distress Beacon (PE)	PE	L6_-_Distress_Beacon_PE	V1		R/L6	Distress Beacon	R/	L		6		 	[PE] Veryrare1 Cards Reprinted Unique NotABG PropRetrievecard Nonempire artMarkPoole  
L6 Distress Beacon (UE)	UE	L6_-_Distress_Beacon_UE	R0		R/L6	Distress Beacon	R/	L		6		 	[UE] Rare0 Cards LatestPrint Unique NotABG PropRetrievecard Nonempire artMarkPoole  
L6 Lucky Maneuver (PE)	PE	L6_-_Lucky_Maneuver_PE	V1		R/L6	Lucky Maneuver	R/	L		6		 	[PE] Veryrare1 Cards Reprinted Unique NotABG Nonempire artBenPeck PropManeuveringSystem 
L6 Lucky Maneuver (UE)	UE	L6_-_Lucky_Maneuver_UE	V0		R/L6	Lucky Maneuver	R/	L		6		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG Nonempire artBenPeck PropManeuveringSystem 
L6 Navigational Error (Pir)	Pir	L6_-_Navigational_Error_Pir	V		L6	Navigational Error		L		6		 	[Pir] Veryrare Cards LatestPrint Unique NotABG Nonempire artPaulProfHerbert  
L6 Pirate's Cache (Pir)	Pir	L6_-_Pirates_Cache_Pir	U		L6	Pirate's Cache		L		6		 	[Pir] Uncommon Cards LatestPrint Unique NotABG PropPirate Nonempire 02_EconomyPoints 02_SupplyPoints 02_AmmoPoints artDouglasShuler  
L6 Reserve Cruiser (Per)	Per	L6_-_Reserve_Cruiser_Per	V		L6	Reserve Cruiser		L		6		 	[Per] Veryrare Cards LatestPrint Unique NotABG Nonempire artN.TaylorBlanchard  
L6 Shuttle Bay Explosion (Pro)	Pro1	L6_-_Shuttle_Bay_Explosion_Pro1	Pro1		L6	Shuttle Bay Explosion		L		6		 	[Pro1] Cards LatestPrint Unique NotABG Nonempire distTuffStuffCollection artRandyTarkasHoar  
L6 Spontaneous Explosion (GI)	GI	L6_-_Spontaneous_Explosion_GI	U0		R/L6	Spontaneous Explosion	R/	L		6		 	[GI] Uncommon0 Cards LatestPrint Unique NotABG Nonempire artArmandCabrera  
L7 Alien Artifact (PE)	PE	L7_-_Alien_Artifact_PE	V1		L7	Alien Artifact		L		7		 	[PE] Veryrare1 Cards Reprinted Unique NotABG PropDrawcard Nonempire artChristinaWald PropArtifact 
L7 Alien Artifact (UE)	UE	L7_-_Alien_Artifact_UE	R0		L7	Alien Artifact		L		7		 	[UE] Rare0 Cards LatestPrint Unique NotABG PropDrawcard Nonempire artChristinaWald PropArtifact 
L7 Anomaly Portal (PE)	PE	L7_-_Anomaly_Portal_PE	V1		R/L7	Anomaly Portal	R/	L		7		 	[PE] Veryrare1 Cards Reprinted Unique NotABG Nonempire artRonRousselleII  
L7 Anomaly Portal (UE)	UE	L7_-_Anomaly_Portal_UE	V0		R/L7	Anomaly Portal	R/	L		7		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG Nonempire artRonRousselleII  
L7 Artifact - Collector Toy (Pro)	Pro4	L7_-_Artifact_-_Collector_Toy_Pro4	Pro4		L7	Artifact - Collector Toy		L		7		Collector  	[Pro4] Cards LatestPrint Unique NotABG Nonempire distCards4UInc artSigmundFrye Collector PropArtifact 
L7 Artifact - Star Gate (NE)	NE	L7_-_Artifact_-_Star_Gate_NE	V		L7	Artifact - Star Gate		L		7		 	[NE] Veryrare Cards LatestPrint Unique NotABG PropPlaycard Nonempire artRandyAsplund-Faith PropArtifact 
L7 Expeditious Reserves (PE)	PE	L7_-_Expeditious_Reserves_PE	V2		L7	Expeditious Reserves		L		7		 	[PE] Veryrare2 Cards Reprinted Unique NotABG Nonempire artDouglasShuler  
L7 Expeditious Reserves (UE)	UE	L7_-_Expeditious_Reserves_UE	V0		L7	Expeditious Reserves		L		7		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG Nonempire artDouglasShuler  
L7 Temporal Correction (TG)	TG	L7_-_Temporal_Correction_TG	R2	Errata 	R/L7	Temporal Correction	R/	L		7		 	[TG] Rare2 Cards Reprinted Unique NotABG PropRemoveFromPlay Nonempire artMargaretOrganKean Errata  
L7 Temporal Correction (UE)	UE	L7_-_Temporal_Correction_UE	R0	Errata Q&A 	R/L7	Temporal Correction	R/	L		7		 	[UE] Rare0 Cards LatestPrint Unique NotABG PropRemoveFromPlay Nonempire artMargaretOrganKean Errata Q&amp;A  
L7 Transporter Malfunction (AT)	AT	L7_-_Transporter_Malfunction_AT	V		R/L7	Transporter Malfunction	R/	L		7		 	[AT] Veryrare Cards LatestPrint Unique NotABG PropRemoveFromPlay Nonempire artDouglasShuler  
L7 Unfortunate Accident (Pro)	Pro5	L7_-_Unfortunate_Accident_Pro5	Pro5		L7	Unfortunate Accident		L		7		 	[Pro5] Cards LatestPrint Unique NotABG Nonempire distJohnPerreault artMarkPoole  
L8 Advanced Preparedness (PE)	PE	L8_-_Advanced_Preparedness_PE	V2	Errata 	R/L8	Advanced Preparedness	R/	L		8		 	[PE] Veryrare2 Cards Reprinted Unique NotABG Nonempire artRonRousselleII Errata  
L8 Advanced Preparedness (UE)	UE	L8_-_Advanced_Preparedness_UE	V0	Errata 	R/L8	Advanced Preparedness	R/	L		8		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG Nonempire artRonRousselleII Errata  
L8 Altered Timeline (Pro)	Pro1	L8_-_Altered_Timeline_Pro1	Pro1		L8	Altered Timeline		L		8		  	[Pro1] Cards LatestPrint Unique NotABG PropRemoveFromPlay Nonempire distWargamesWestDistributing artMarkPoole  PropTimeCard 
L8 Ancients Portal (Per)	Per	L8_-_Ancients_Portal_Per	V		L8	Ancients Portal		L		8		 	[Per] Veryrare Cards LatestPrint Unique NotABG PropPlaycard Nonempire artN.TaylorBlanchard  
L8 Artifact - Galactic Prism (NE)	NE	L8_-_Artifact_-_Galactic_Prism_NE	V		L8	Artifact - Galactic Prism		L		8		 	[NE] Veryrare Cards Reprinted Unique NotABG Nonempire artTedBeargeon PropArtifact 
L8 Artifact - Galactic Prism (UE)	UE	L8_-_Artifact_-_Galactic_Prism_UE	V0		L8	Artifact - Galactic Prism		L		8		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG Nonempire artTedBeargeon PropArtifact 
L8 Artifact - Timeglass (TG)	TG	L8_-_Artifact_-_Timeglass_TG	V		L8	Artifact - Timeglass		L		8		  	[TG] Veryrare Cards LatestPrint Unique NotABG PropNonempire artLubov PropArtifact PropTimeCard 
L8 Call it Good (CC)	CC	L8_-_Call_it_Good_CC	U		L8	Call it Good		L		8		 	[CC] Uncommon Cards LatestPrint Unique NotABG Nonempire artElvisMcMaad  
L8 Demigod Diversion (PE)	PE	L8_-_Demigod_Diversion_PE	V1		R/L8	Demigod Diversion	R/	L		8		 	[PE] Veryrare1 Cards Reprinted Unique NotABG Nonempire artMarkPoole  
L8 Demigod Diversion (UE)	UE	L8_-_Demigod_Diversion_UE	V0		R/L8	Demigod Diversion	R/	L		8		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG Nonempire artMarkPoole  
L8 Frayed Time Spindle (TG)	TG	L8_-_Frayed_Time_Spindle_TG	V		L8	Frayed Time Spindle		L		8		  	[TG] Veryrare Cards Reprinted Unique NotABG PropRemoveFromPlay Nonempire artMarkPoole  PropTimeCard 
L8 Frayed Time Spindle (UE)	UE	L8_-_Frayed_Time_Spindle_UE	V0		L8	Frayed Time Spindle		L		8		  	[UE] Veryrare0 Cards LatestPrint Unique NotABG PropRemoveFromPlay Nonempire artMarkPoole  PropTimeCard 
L8 Headquarters Overhaul (TG)	TG	L8_-_Headquarters_Overhaul_TG	V		L8	Headquarters Overhaul		L		8		 	[TG] Veryrare Cards LatestPrint Unique NotABG Nonempire artDouglasChaffee  
L8 Modified Timeline (TG)	TG	L8_-_Modified_Timeline_TG	V		L8	Modified Timeline		L		8		  	[TG] Veryrare Cards Reprinted Unique NotABG PropNonempire artLawrenceAllenWilliams  PropTimeCard 
L8 Modified Timeline (UE)	UE	L8_-_Modified_Timeline_UE	V0		L8	Modified Timeline		L		8		  	[UE] Veryrare0 Cards LatestPrint Unique NotABG PropNonempire artLawrenceAllenWilliams  PropTimeCard 
L8 Shuttle Malfunction (AT)	AT	L8_-_Shuttle_Malfunction_AT	V		R/L8	Shuttle Malfunction	R/	L		8		 	[AT] Veryrare Cards LatestPrint Unique NotABG PropRemoveFromPlay Nonempire artTedBeargeon  
L8 Targeting Error (PE)	PE	L8_-_Targeting_Error_PE	V1	Errata 	R/L8	Targeting Error	R/	L		8		 	[PE] Veryrare1 Cards Reprinted Unique NotABG Nonempire artRalphPecchiaJr. Errata  
L8 Targeting Error (UE)	UE	L8_-_Targeting_Error_UE	V0	Errata 	R/L8	Targeting Error	R/	L		8		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG Nonempire artRalphPecchiaJr. Errata  
L8 Twist of Fate (TG)	TG	L8_-_Twist_of_Fate_TG	V	Errata 	R/L8	Twist of Fate	R/	L		8		 	[TG] Veryrare Cards Reprinted Unique NotABG PropRemoveFromPlay Nonempire artSusanVanCamp Errata  
L8 Twist of Fate (UE)	UE	L8_-_Twist_of_Fate_UE	V0	Errata 	R/L8	Twist of Fate	R/	L		8		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG PropRemoveFromPlay Nonempire artSusanVanCamp Errata  
L8 Vacuum Effect (TG)	TG	L8_-_Vacuum_Effect_TG	V		R/L8	Vacuum Effect	R/	L		8		 	[TG] Veryrare Cards LatestPrint Unique NotABG Foil PropRemoveFromPlay Nonempire artMitchellDavidsonBentley  
L8 Well of Time (TG)	TG	L8_-_Well_of_Time_TG	V		L8	Well of Time		L		8		  	[TG] Veryrare Cards LatestPrint Unique NotABG PropDrawcard Nonempire artDouglasChaffee  PropTimeCard 
L9 Accelerated Timeline (PE)	PE	L9_-_Accelerated_Timeline_PE	V1	Errata 	L9	Accelerated Timeline		L		9		  	[PE] Veryrare1 Cards Reprinted Unique NotABG PropPlaycard Nonempire artPaulProfHerbert Errata  PropTimeCard 
L9 Accelerated Timeline (UE)	UE	L9_-_Accelerated_Timeline_UE	V0	Errata 	L9	Accelerated Timeline		L		9		  	[UE] Veryrare0 Cards LatestPrint Unique NotABG PropPlaycard Nonempire artPaulProfHerbert Errata  PropTimeCard 
L9 Artifact - Empire Constitution (Per)	Per	L9_-_Artifact_-_Empire_Constitution_Per	V		L9	Artifact - Empire Constitution		L		9		 	[Per] Veryrare Cards LatestPrint Unique NotABG PropPlaycard Nonempire artMichaelTrapp PropArtifact 
L9 Demobilization (AT)	AT	L9_-_Demobilization_AT	V		L9	Demobilization		L		9		 	[AT] Veryrare Cards LatestPrint Unique NotABG Nonempire artLubov  
L9 Discard Equivalency (TG)	TG	L9_-_Discard_Equivalency_TG	V		L9	Discard Equivalency		L		9		 	[TG] Veryrare Cards LatestPrint Unique NotABG PropDrawcard Nonempire artLawrenceAllenWilliams  
L9 Lost Fleet (PE)	PE	L9_-_Lost_Fleet_PE	V1		L9	Lost Fleet		L		9		 	[PE] Veryrare1 Cards Reprinted Unique NotABG PropRetrievecard Nonempire artTedBeargeon  
L9 Lost Fleet (UE)	UE	L9_-_Lost_Fleet_UE	V0		L9	Lost Fleet		L		9		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG PropRetrievecard Nonempire artTedBeargeon  
L9 Murphy's Law (AT)	AT	L9_-_Murphys_Law_AT	V		R/L9	Murphy's Law	R/	L		9		 	[AT] Veryrare Cards LatestPrint Unique NotABG Nonempire artSusanVanCamp PropThatDarnMonster 
L9 Parallel Timesight (GI)	GI	L9_-_Parallel_Timesight_GI	V0		L9	Parallel Timesight		L		9		  	[GI] Veryrare0 Cards LatestPrint Unique NotABG PropNonempire artGeorgeT.HenneJr.  PropTimeCard 
L9 Playtester Hallucination (Pro)	Pro0	L9_-_Playtester_Hallucination_Pro0	Pro0		R/L9	Playtester Hallucination	R/	L		9		 	[Pro0] Cards LatestPrint Unique NotABG Nonempire distCompanionGames artLissanneLake  
L9 Suspended Animation (TG)	TG	L9_-_Suspended_Animation_TG	V		R/L9	Suspended Animation	R/	L		9		 	[TG] Veryrare Cards Reprinted Unique NotABG Nonempire artMichaelTrapp  
L9 Suspended Animation (UE)	UE	L9_-_Suspended_Animation_UE	V0		R/L9	Suspended Animation	R/	L		9		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG Nonempire artMichaelTrapp  
L9 Timeline Alteration (TG)	TG	L9_-_Timeline_Alteration_TG	V		L9	Timeline Alteration		L		9		  	[TG] Veryrare Cards LatestPrint Unique NotABG PropRetrievecard Nonempire artBruceJensen  PropTimeCard 
L9 What's This Button For? [1/4] (CC)	CC	L9_-_Whats_This_Button_For_1-4_CC	V		L9	What's This Button For?		L		9		 	[CC] Veryrare Cards LatestPrint Unique NotABG Nonempire CCdupe artRobertA.Kraus  
L9 What's This Button For? [2/4] (CC)	CC	L9_-_Whats_This_Button_For_2-4_CC	V		L9	What's This Button For?		L		9		 	[CC] Veryrare Cards LatestPrint Dupe NotABG Nonempire CCdupe artRobertA.Kraus  
L9 What's This Button For? [3/4] (CC)	CC	L9_-_Whats_This_Button_For_3-4_CC	V		L9	What's This Button For?		L		9		 	[CC] Veryrare Cards LatestPrint Dupe NotABG Nonempire CCdupe artRobertA.Kraus  
L9 What's This Button For? [4/4] (CC)	CC	L9_-_Whats_This_Button_For_4-4_CC	V		L9	What's This Button For?		L		9		 	[CC] Veryrare Cards LatestPrint Dupe NotABG Nonempire CCdupe artRobertA.Kraus  
L10 Emergency Evacuation (GI)	GI	L10_-_Emergency_Evacuation_GI	E		R/L10	Emergency Evacuation	R/	L		10		 	[GI] Entity Cards LatestPrint Unique NotABG Nonempire artAlanGutierrez  
L10 Galactic Armageddon (UE)	UE	L10_-_Galactic_Armageddon_UE	E	Errata 	L10	Galactic Armageddon		L		10		 	[UE] Entity Cards LatestPrint Unique NotABG BlackLight PropRemoveFromPlay Nonempire artJohnHolland Errata  
L10 Galactic Cataclysm (Pir)	Pir	L10_-_Galactic_Cataclysm_Pir	E	Errata 	L10	Galactic Cataclysm		L		10		 	[Pir] Entity Cards LatestPrint Unique NotABG PropDrawcard Nonempire artMichaelCarroll Errata  
L10 Political Intrigue (PoM)	PoM	L10_-_Political_Intrigue_PoM	E		L10	Political Intrigue		L		10		 	[PoM] Entity Cards LatestPrint Unique NotABG PropDiscard Nonempire artPaulProfHerbert  
L10 Timeline Reversal (TG)	TG	L10_-_Timeline_Reversal_TG	E		L10	Timeline Reversal		L		10		  	[TG] Entity Cards LatestPrint Unique NotABG PropDiscard Nonempire artMarkPoole  PropTimeCard 
M1 Aesthetic Creature (Pro)	Pro4	M1_-_Aesthetic_Creature_Pro4	Pro4		M1	Aesthetic Creature		M		1		Aesthetic 	[Pro4] Cards LatestPrint Unique NotABG MinorEmpire PropRemoveFromPlay distMintCardCo artElvisMcMaad Aesthetic 
M1 Geko Gnats (GI)	GI	M1_-_Geko_Gnats_GI	V0		M1	Geko Gnats		M		1		Gekonauak 	[GI] Veryrare0 Cards LatestPrint Unique NotABG MajorEmpire artAlanClark Gekonauak 
M1 Party Animals (Per)	Per	M1_-_Party_Animals_Per	U		M1	Party Animals		M		1		 	[Per] Uncommon Cards LatestPrint Unique NotABG Nonempire artLissanneLake  
M1 Psychotic Sludge (PoM)	PoM	M1_-_Psychotic_Sludge_PoM	U		M1	Psychotic Sludge		M		1		Psycanti Visonic 	[PoM] Uncommon Cards LatestPrint Unique NotABG MajorEmpire PropAnti artBenPeck Psycanti Visonic 
M1 Research Defiler (PE)	PE	M1_-_Research_Defiler_PE	R		M1	Research Defiler		M		1		 	[PE] Rare Cards Reprinted Unique NotABG PropResourceHoser Nonempire artPaulProfHerbert  
M1 Research Defiler (UE)	UE	M1_-_Research_Defiler_UE	R0		M1	Research Defiler		M		1		 	[UE] Rare0 Cards LatestPrint Unique NotABG PropResourceHoser Nonempire artPaulProfHerbert  
M1 Sextaraan Web Crawlers (NE)	NE	M1_-_Sextaraan_Web_Crawlers_NE	C		R/M1	Sextaraan Web Crawlers	R/	M		1		 	[NE] Common Cards Reprinted Unique NotABG Nonempire artRandyAsplund-Faith  
M1 Sextaraan Web Crawlers (UE)	UE	M1_-_Sextaraan_Web_Crawlers_UE	C0	Q&A 	R/M1	Sextaraan Web Crawlers	R/	M		1		 	[UE] Common0 Cards LatestPrint Unique NotABG Nonempire artRandyAsplund-Faith Q&amp;A  
M1 Small Phaser Eel (AL)	AL	M1_-_Small_Phaser_Eel_AL	C		M1	Small Phaser Eel		M		1		 	[AL] Common Cards Reprinted Dupe Nonempire artGaryA.Kalin  
M1 Small Phaser Eel (BE)	BE	M1_-_Small_Phaser_Eel_BE	C		M1	Small Phaser Eel		M		1		 	[BE] Common Cards Reprinted Unique Nonempire artGaryA.Kalin  
M1 Small Phaser Eel (PE)	PE	M1_-_Small_Phaser_Eel_PE	VCAB		M1	Small Phaser Eel		M		1		 	[PE] Verycommon Common_AB Cards Reprinted Unique NotABG Nonempire artGaryA.Kalin  
M1 Small Phaser Eel (UE)	UE	M1_-_Small_Phaser_Eel_UE	C0		M1	Small Phaser Eel		M		1		 	[UE] Common0 Cards LatestPrint Unique NotABG Nonempire artGaryA.Kalin  
M1 Space Penguin (CC)	CC	M1_-_Space_Penguin_CC	U		M1	Space Penguin		M		1		 	[CC] Uncommon Cards LatestPrint Unique NotABG Nonempire artRandyAsplund-Faith  
M1 Space Remora (AT)	AT	M1_-_Space_Remora_AT	U		M1	Space Remora		M		1		 	[AT] Uncommon Cards LatestPrint Unique NotABG Nonempire artTimAdams  
M1 Terask (Per)	Per	M1_-_Terask_Per	U		M1	Terask		M		1		 	[Per] Uncommon Cards LatestPrint Unique NotABG Nonempire artScottWerner  
M2 Avian Dragon (Pir)	Pir	M2_-_Avian_Dragon_Pir	U		R/M2	Avian Dragon	R/	M		2		 	[Pir] Uncommon Cards LatestPrint Unique NotABG Nonempire artFrederickHaas  
M2 Dimensional Dementia (Pir)	Pir	M2_-_Dimensional_Dementia_Pir	U		M2	Dimensional Dementia		M		2		 	[Pir] Uncommon Cards LatestPrint Unique NotABG Nonempire artMuttStudios  
M2 Geko Gnats (GI)	GI	M2_-_Geko_Gnats_GI	V0		M2	Geko Gnats		M		2		Gekonauak 	[GI] Veryrare0 Cards LatestPrint Unique NotABG MajorEmpire artAlanClark Gekonauak 
M2 Ionized Phaser Eel (AF)	AF	M2_-_Ionized_Phaser_Eel_AF	V	Errata 	R/M2	Ionized Phaser Eel	R/	M		2		 	[AF] Veryrare Cards LatestPrint Unique NotABG Nonempire artjael Errata  
M2 Offspring (Per)	Per	M2_-_Offspring_Per	U		M2	Offspring		M		2		 	[Per] Uncommon Cards LatestPrint Unique NotABG Nonempire artRandyAsplund-Faith  
M2 Planet Gouge (AL)	AL	M2_-_Planet_Gouge_AL	C		M2	Planet Gouge		M		2		 	[AL] Common Cards Reprinted Dupe Nonempire artGaryA.Kalin  
M2 Planet Gouge (BE)	BE	M2_-_Planet_Gouge_BE	C		M2	Planet Gouge		M		2		 	[BE] Common Cards Reprinted Unique Nonempire artGaryA.Kalin  
M2 Planet Gouge (PE)	PE	M2_-_Planet_Gouge_2-2_PE	U		M2	Planet Gouge		M		2		 	[PE] Uncommon Cards Reprinted Unique NotABG Nonempire PEdupe artGaryA.Kalin  
M2 Planet Gouge (UE)	UE	M2_-_Planet_Gouge_UE	C0		M2	Planet Gouge		M		2		 	[UE] Common0 Cards LatestPrint Unique NotABG Nonempire artGaryA.Kalin  
M2 Rat Infestation (NE)	NE	M2_-_Rat_Infestation_NE	C		M2	Rat Infestation		M		2		 	[NE] Common Cards LatestPrint Unique NotABG PropResourceHoser Nonempire artSusanVanCamp  
M2 Skullets (NE)	NE	M2_-_Skullets_NE	U	Errata 	M2	Skullets		M		2		 	[NE] Uncommon Cards LatestPrint Unique NotABG Nonempire artPaulProfHerbert Errata  
M2 Snare Vines (PE)	PE	M2_-_Snare_Vines_PE	U		M2	Snare Vines		M		2		 	[PE] Uncommon Cards Reprinted Unique NotABG Nonempire artAprilLee  
M2 Snare Vines (UE)	UE	M2_-_Snare_Vines_UE	C0		M2	Snare Vines		M		2		 	[UE] Common0 Cards LatestPrint Unique NotABG Nonempire artAprilLee  
M2 Space Penguin (CC)	CC	M2_-_Space_Penguin_CC	U		M2	Space Penguin		M		2		 	[CC] Uncommon Cards LatestPrint Unique NotABG Nonempire artRandyAsplund-Faith  
M2 Space Vertigo (PE)	PE	M2_-_Space_Vertigo_PE	VCAB		M2	Space Vertigo		M		2		 	[PE] Verycommon Common_AB Cards LatestPrint Unique NotABG Nonempire artBenPeck  
M2/8 Temporal Snake (TG)	TG	M2-8_-_Temporal_Snake_TG	U		M2/8	Temporal Snake		M		2	8	 	[TG] Uncommon Cards LatestPrint Unique NotABG PropTimeOrigin Nonempire artLissanneLake  
M2 Vymezies Particle (NE)	NE	M2_-_Vymezies_Particle_NE	C		M2	Vymezies Particle		M		2		 	[NE] Common Cards LatestPrint Unique NotABG PropResourceHoser Nonempire artLawrenceAllenWilliams  
M3 Aesthetic Monster (Pro)	Pro4	M3_-_Aesthetic_Monster_Pro4	Pro4		M3	Aesthetic Monster		M		3		Aesthetic 	[Pro4] Cards LatestPrint Unique NotABG MinorEmpire PropResourceHoser distMintCardCo artElvisMcMaad Aesthetic 
M3 Alien Parasites (PE)	PE	M3_-_Alien_Parasites_PE	U		M3	Alien Parasites		M		3		 	[PE] Uncommon Cards Reprinted Unique NotABG Nonempire artDougSavage  
M3 Alien Parasites (UE)	UE	M3_-_Alien_Parasites_UE	U0	Q&A 	M3	Alien Parasites		M		3		 	[UE] Uncommon0 Cards LatestPrint Unique NotABG Nonempire artDougSavage Q&amp;A  
M3 Cyber Beast (Pro)	Pro1	M3_-_Cyber_Beast_Pro1	Pro1		M3	Cyber Beast		M		3		 	[Pro1] Cards LatestPrint Unique NotABG PropRemoveFromPlay Nonempire distDractusDistributing artMelissaA.Benson  
M3 Invinco Guardian (PE)	PE	M3_-_Invinco_Guardian_PE	CA		M3	Invinco Guardian		M		3		 	[PE] CommonA Cards Reprinted Unique NotABG Nonempire artMelissaA.Benson  
M3 Invinco Guardian (UE)	UE	M3_-_Invinco_Guardian_UE	C0		M3	Invinco Guardian		M		3		 	[UE] Common0 Cards LatestPrint Unique NotABG Nonempire artMelissaA.Benson  
M3 Jungle Moths (Per)	Per	M3_-_Jungle_Moths_Per	U		R/M3	Jungle Moths	R/	M		3		 	[Per] Uncommon Cards LatestPrint Unique NotABG Nonempire artLissanneLake  
